Nombre del producto del pedido,Tapa y base,Cumple con el reglamento RoHS de la UE,Vida útil nominal (nominal) h,Ciclo de alternado,Nivel,Código de color,Ángulo de haz (nominal) °,Flujo luminoso (nominal) lm,Designación de color,Temperatura de color correlacionada (nominal) K,Eficacia lumínica (promedio) (nominal) lm/W,Consistencia de color,Índice de reproducción de color (Nom),LLMF al final de la vida útil nominal (nominal) %,Frecuencia de entrada Hz,Potencia (nominal) W,Corriente de la lámpara (máx.) mA,Corriente de la lámpara (mín.) mA,Equivalente en potencia en vatios W,Tiempo de inicio (nominal) s,Tiempo de calentamiento para 60 % de luz (nominal) s,Tipo UL,Factor de potencia (nominal),Voltaje (nominal) V,T° ambiente (máx.) °C,T° ambiente (mín.) °C,Almacenamiento en T (rango),T° almacenamiento (máx.) °C,T° almacenamiento (mín.) °C,T° estuche máxima (nominal) °C,Con regulación de intensidad,Acabado del foco,Material del foco,Longitud del producto mm,Forma del foco,Conformidad con RoHS,Certificado UL,Cumplimiento con DLC,Consumo de energía kWh/1000 h kWh,EAN/UPC: producto,Código del pedido,Numerador SAP: cantidad por paquete,Numerador: paquetes por caja externa,N.° de material (12NC),Copiar peso neto (pieza) kg,link,Número de modelo,Flujo luminoso (promedio) (nominal) lm,Marcado CE,Certificado KEMA Keur,Código local,Código del producto completo,Descripción del código local calculado B2B,Marca CE,Referencia de medición de flujo,Clase de eficacia energética,TUV,Número de registro de EPREL,Certificaciones Energy,Tipo técnico,Conectividad,Intensidad lumínica (nominal) cd,Corriente de la lámpara (nominal) mA,Energy Star,2200 K,2700 K,Flujo luminoso en cono de 90° (promedio) lm,Aplicación principal,Controlador incluido,Interfaz de control,Cable,Clase de protección IEC,Prueba de resplandor del cable,Período de garantía,Salida lumínica constante,Cantidad de productos en MCB de 16 A Tipo B),Tensión de entrada V,Consumo de energía de CLO inicial W,Consumo de energía de CLO promedio W,Factor de potencia (mín.),Longitud total mm,Ancho total mm,Altura total mm,Código de protección de ingreso,Código de protección de impacto mec.,Flujo luminoso inicial lm,Tolerancia del flujo luminoso,Eficacia de la luminaria LED inicial lm/W,Temperatura de color correlacionada inic. K,Índice de reproducción de color inic.,Cromaticidad inicial,Potencia de entrada inicial W,Tolerancia del consumo de energía,Vida útil media L70B50 h,Rango de temperatura ambiente,Nivel de regulación máximo
ESS LED MR16 4.5-50W 36D 865 SO 100-240V,GU5.3 [ GU5.3],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,400.0,Luz de día fría,6500.0,88.0,<6,80,70.0,,4.5,,,50.0,0.5,0.5,,0.5,,,,,,,65.0,No,,,,MR16 [ 2″/50 mm],,,,,046677535056,929001874112,1,10,929001874112,0.027,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-mr16-essential/929001874112_EU/product,,,,,,871869680913600,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED MR16 4.5-50W 36D 865 SO 100-240V 3BC,GU5.3 [ GU5.3],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,400.0,Luz de día fría,6500.0,88.0,<6,80,70.0,,4.5,,,50.0,0.5,0.5,,0.4,,,,,,,65.0,No,,,,MR16 [ 2″/50 mm],,,,,50046677535068,929001874141,1,6,929001874141,0.01,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-mr16-essential/929001874141_EU/product,,,,,,871869680903700,,,,,,,,,,700.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED MR16 4.5-50W 36D 865SO100-240V 1PF/6,GU5.3 [ GU5.3],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,400.0,Luz de día fría,6500.0,88.0,<6,80,70.0,,4.5,,,50.0,0.5,0.5,,0.4,,,,,,,65.0,No,,,,MR16 [ 2″/50 mm],,,,,046677567699,929001874161,1,6,929001874161,0.026,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-mr16-essential/929001874161_EU/product,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED MR16 4.5-50W 36D 865SO100-240V 3CT/6,GU5.3 [ GU5.3],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,400.0,Luz de día fría,6500.0,88.0,<6,80,70.0,,4.5,,,50.0,0.5,0.5,,0.4,,,,,,,65.0,No,,,,MR16 [ 2″/50 mm],,,,,50046677567618,929001874163,1,6,929001874163,0.028,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-mr16-essential/929001874163_EU/product,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED MR16 4.5-50W 36D 830 SO 120V Dim 1CT,GU5.3 [ GU5.3],Sí,15000.0,50000,,830 [ CCT de 3.000 K],36.0,400.0,Blanco (WH),3000.0,88.0,<6,80,70.0,60.0,4.5,,,50.0,0.5,0.5,,0.5,120.0,,,,,,65.0,Sí,,,,MR16 [ 2″/50 mm],,,,,046677541767,929001874412,1,10,929001874412,0.042,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-mr16-essential/929001874412_EU/product,,,,,541763,,,,,,,,,,,750.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 830 35D 120V PF,GU10 [ GU10],Sí,15000.0,50000X,,830 [ CCT de 3.000 K],35.0,400.0,Blanco (WH),3000.0,66.0,<6,80,70.0,60.0,6.0,,,50.0,0.5,1.0,,0.85,120.0,45.0,-20.0,,,,85.0,Sí,,,,PAR16 [ PAR 2″],,,,,046677466442,929001266441,1,10,929001266441,0.042,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001266441_EU/product,,,,,466441,,LEDSPOT GU10 6-50W D 830 35D 120V PF,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 830 35D 120V 3CT/6,GU10 [ GU10],Sí,15000.0,50000,,830 [ CCT de 3.000 K],35.0,400.0,Blanco (WH),3000.0,66.0,<6,80,70.0,60.0,6.0,,,50.0,0.5,1.0,,0.85,120.0,,,,,,85.0,Solo con reguladores de intensidad específicos,,,,PAR16 [ PAR 2″],,,,,8719514332508,929001266483,1,6,929001266483,0.058,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001266483_EU/product,,,,,,871951433249200,,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 850 36D 120V 1PF/6,GU10 [ GU10],Sí,15000.0,50000,,850 [ CCT de 5.000 K],36.0,400.0,Luz de día,5000.0,66.0,<6,80,70.0,60.0,6.0,,,50.0,0.5,1.0,,0.85,120.0,,,,,,85.0,Solo con reguladores de intensidad específicos,,,,PAR16 [ PAR 2″],,,,,8719514332935,929001266541,1,6,929001266541,0.058,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001266541_EU/product,,,,,,871951433293500,,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 865 35D 120V 1BC,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],35.0,400.0,Luz de día fría,6500.0,66.0,<6,80,70.0,,6.0,,,50.0,0.5,0.5,,0.7,120.0,,,,,,65.0,Sí,,,,PAR16 [ PAR 2″],,,,,8718699691196,929002055811,1,6,929002055811,0.049,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929002055811_EU/product,,,,,,871869969119600,LEDspot GU10 6-50W D 865 35D 120V 1BC,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 865 35D 120V 1PF/6,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],35.0,400.0,Luz de día fría,6500.0,66.0,<6,80,70.0,,6.0,,,50.0,0.5,0.5,,0.7,120.0,,,,,,65.0,Solo con reguladores de intensidad específicos,,,,PAR16 [ PAR 2″],,,,,8719514332799,929002055861,1,6,929002055861,0.058,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929002055861_EU/product,,,,,,871951433279900,,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 827 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332812,929001970841,1,6,929001970841,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970841_EU/product,,,,,,871951433281200,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 827 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8718696786208,929001970871,1,6,929001970871,0.09,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970871_EU/product,,,,,,871869678620800,,,,,,,,,,600.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 865 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332836,929001970941,1,6,929001970941,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970941_EU/product,,,,,,871951433283600,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 865 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8718696786222,929001970971,1,6,929001970971,0.09,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970971_EU/product,,,,,,871869678622200,,,,,,,,,,600.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_S 865 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332850,929001971081,1,6,929001971081,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001971081_EU/product,,,,,,871951433285000,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 830 35D 120V PF,GU10 [ GU10],Sí,15000.0,50000X,,830 [ CCT de 3.000 K],35.0,400.0,Blanco (WH),3000.0,66.0,<6,80,70.0,60.0,6.0,,,50.0,0.5,1.0,,0.85,120.0,45.0,-20.0,,,,85.0,Sí,,,,PAR16 [ PAR 2″],,,,,046677466442,929001266441,1,10,929001266441,0.042,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001266441_EU/product,,,,,466441,,LEDSPOT GU10 6-50W D 830 35D 120V PF,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 830 35D 120V 3CT/6,GU10 [ GU10],Sí,15000.0,50000,,830 [ CCT de 3.000 K],35.0,400.0,Blanco (WH),3000.0,66.0,<6,80,70.0,60.0,6.0,,,50.0,0.5,1.0,,0.85,120.0,,,,,,85.0,Solo con reguladores de intensidad específicos,,,,PAR16 [ PAR 2″],,,,,8719514332508,929001266483,1,6,929001266483,0.058,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001266483_EU/product,,,,,,871951433249200,,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 850 36D 120V 1PF/6,GU10 [ GU10],Sí,15000.0,50000,,850 [ CCT de 5.000 K],36.0,400.0,Luz de día,5000.0,66.0,<6,80,70.0,60.0,6.0,,,50.0,0.5,1.0,,0.85,120.0,,,,,,85.0,Solo con reguladores de intensidad específicos,,,,PAR16 [ PAR 2″],,,,,8719514332935,929001266541,1,6,929001266541,0.058,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001266541_EU/product,,,,,,871951433293500,,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 865 35D 120V 1BC,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],35.0,400.0,Luz de día fría,6500.0,66.0,<6,80,70.0,,6.0,,,50.0,0.5,0.5,,0.7,120.0,,,,,,65.0,Sí,,,,PAR16 [ PAR 2″],,,,,8718699691196,929002055811,1,6,929002055811,0.049,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929002055811_EU/product,,,,,,871869969119600,LEDspot GU10 6-50W D 865 35D 120V 1BC,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot GU10 6-50W D 865 35D 120V 1PF/6,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],35.0,400.0,Luz de día fría,6500.0,66.0,<6,80,70.0,,6.0,,,50.0,0.5,0.5,,0.7,120.0,,,,,,65.0,Solo con reguladores de intensidad específicos,,,,PAR16 [ PAR 2″],,,,,8719514332799,929002055861,1,6,929002055861,0.058,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929002055861_EU/product,,,,,,871951433279900,,,,,,,,,,600.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 827 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332812,929001970841,1,6,929001970841,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970841_EU/product,,,,,,871951433281200,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 827 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8718696786208,929001970871,1,6,929001970871,0.09,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970871_EU/product,,,,,,871869678620800,,,,,,,,,,600.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 865 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332836,929001970941,1,6,929001970941,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970941_EU/product,,,,,,871951433283600,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_R 865 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8718696786222,929001970971,1,6,929001970971,0.09,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001970971_EU/product,,,,,,871869678622200,,,,,,,,,,600.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_S 865 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332850,929001971081,1,6,929001971081,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001971081_EU/product,,,,,,871951433285000,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot50W GU10Kit_S 827 100-240V 36D,GU10 [ GU10],Sí,15000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8719514332874,929001971181,1,6,929001971181,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001971181_EU/product,,,,,,871951433287400,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot 5-50W GU10 827 100-240V 36D ND,GU10 [ GU10],Sí,15000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.4,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8718696706152,929001971241,1,10,929001971241,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001971241_EU/product,,,,,118075,871869670615200,,,,,,,,,,600.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot 5-50W GU10 865 100-240V 36D ND,GU10 [ GU10],Sí,15000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,70.0,<6,80,70.0,,5.0,,,50.0,0.5,0.5,,0.5,,,,,,,75.0,No,,,,PAR16 [ PAR 2″],,,,,8718696706176,929001971341,1,10,929001971341,0.06,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929001971341_EU/product,,,,,118083,871869670617600,,,,,,,,,,600.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot 4-50W GU10 827 100-240V 36D ND,GU10 [ GU10],Sí,25000.0,50000,,827 [ CCT de 2.700 K],36.0,350.0,Blanco cálido (WW),2700.0,87.0,<6,80,70.0,,4.0,,,50.0,0.5,0.5,,0.4,,,,,,,70.0,No,,,,PAR16 [ PAR 2″],,,,,8718699749699,929002350381,1,6,929002350381,0.052,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929002350381_EU/product,,,,,,871869974969900,LEDspot 4-50W GU10 827 100-240V 36D ND,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEDspot 4-50W GU10 865 100-240V 36D ND,GU10 [ GU10],Sí,25000.0,50000,,865 [ CCT de 6.500 K],36.0,350.0,Luz de día fría,6500.0,87.0,<6,80,70.0,,4.0,,,50.0,0.5,0.5,,0.4,,,,,,,70.0,No,,,,PAR16 [ PAR 2″],,,,,8718699768768,929002350481,1,6,929002350481,0.052,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/focos-led/dicroica-led-gu10-essential/929002350481_EU/product,,,,,,871869976876800,LEDspot 4-50W GU10 865 100-240V 36D ND,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce HB 140W E40 840 NB LA,E40 [ E40],Sí,50000.0,50000,,840 [ CCT de 4.000 K],60.0,20000.0,Blanco frío (CW),4000.0,142.0,<6,80,70.0,,140.0,1450.0,660.0,400.0,0.5,0.5,,0.9,,45.0,-20.0,,,,60.0,No,Transparente,,,Otros,,,,,8718699732646,929002281612,1,4,929002281612,1.25,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/trueforce-led-de-redes-industriales-y-de-comercios-minoristas-highbay-hpi-son-hpl/929002281612_EU/product,,,,,100081,871869973264600,LED TrueForce HB E40 70º 140W 4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce HB 140W E40 840 WB LA,E40 [ E40],Sí,50000.0,50000,,840 [ CCT de 4.000 K],120.0,20000.0,Blanco frío (CW),4000.0,142.0,<6,80,70.0,,140.0,1450.0,660.0,400.0,0.5,0.5,,0.9,,45.0,-20.0,,,,60.0,No,Transparente,,,Otros,,,,,8718699732660,929002281712,1,4,929002281712,1.25,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/trueforce-led-de-redes-industriales-y-de-comercios-minoristas-highbay-hpi-son-hpl/929002281712_EU/product,,,,,100123,871869973266000,LED TrueForce HB E40 130º 140W 4000K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce HB 140W E40 865 NB LA,E40 [ E40],Sí,50000.0,50000,,865 [ CCT de 6.500 K],60.0,20000.0,Luz de día fría,6500.0,142.0,<6,80,70.0,,140.0,1450.0,660.0,400.0,0.5,0.5,,0.9,,45.0,-20.0,,,,60.0,No,Transparente,,,Otros,,,,,8718699732684,929002281812,1,4,929002281812,1.25,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/trueforce-led-de-redes-industriales-y-de-comercios-minoristas-highbay-hpi-son-hpl/929002281812_EU/product,,,,,100149,871869973268400,LED TrueForce HB E40 70º 140W 6500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce HB 140W E40 865 WB LA,E40 [ E40],Sí,50000.0,50000,,865 [ CCT de 6.500 K],120.0,20000.0,Luz de día fría,6500.0,142.0,<6,80,70.0,,140.0,1450.0,660.0,400.0,0.5,0.5,,0.9,,45.0,-20.0,,,,60.0,No,Transparente,,,Otros,,,,,8718699732707,929002281912,1,4,929002281912,1.25,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/trueforce-led-de-redes-industriales-y-de-comercios-minoristas-highbay-hpi-son-hpl/929002281912_EU/product,,,,,100164,871869973270700,LED TrueForce HB E40 130º 140W 6500K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce HB 160W E40 865 WB Sensor LA,E40 [ E40],Sí,50000.0,50000,,865 [ CCT de 6.500 K],120.0,25000.0,Luz de día fría,6500.0,156.0,<6,80,70.0,,160.0,1650.0,705.0,600.0,0.5,0.5,,0.9,,45.0,-20.0,,,,58.0,Sí,Transparente,,,Otros,,,,,8718699766573,929002282112,1,4,929002282112,1.25,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/trueforce-led-de-redes-industriales-y-de-comercios-minoristas-highbay-hpi-son-hpl/929002282112_EU/product,,,,,,871869976657300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce Core HB 24W E27 865 WV,E27 [ E27],Sí,25000.0,50000,,865 [ CCT de 6.500 K],180.0,2800.0,Luz de día fría,6500.0,116.0,<6,80,70.0,,24.0,,,70.0,0.5,0.5,,0.7,,45.0,-20.0,,,,58.8,No,Esmerilado,,,Forma de T,,,,,8718699750190,929002354012,1,6,929002354012,0.134,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/led-trueforce-core-industrial-y-comercial-gran-altura-hpi-son-hpl/929002354012_EU/product,,,,,,871869975019000,LÂMPADA LED ALTA POTÊNCIA TF24WE27,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce Core HB 30W E27 865 WV,E27 [ E27],Sí,25000.0,50000,,865 [ CCT de 6.500 K],180.0,3800.0,Luz de día fría,6500.0,126.0,<6,80,70.0,,30.0,,,85.0,0.5,0.5,,0.92,,45.0,-20.0,,,,61.3,No,Esmerilado,,,Forma de T,,,,,8718699750213,929002354112,1,6,929002354112,0.134,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/led-trueforce-core-industrial-y-comercial-gran-altura-hpi-son-hpl/929002354112_EU/product,,,,,,871869975021300,LÂMPADA LED ALTA POTÊNCIA TF30WE27,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce Core HB 40W E27 865 WV,E27 [ E27],Sí,25000.0,50000,,865 [ CCT de 6.500 K],180.0,4800.0,Luz de día fría,6500.0,120.0,<6,80,70.0,,40.0,,,100.0,0.5,0.5,,0.92,,45.0,-20.0,,,,68.7,No,Esmerilado,,,Forma de T,,,,,8718699750237,929002354212,1,6,929002354212,0.204,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/led-trueforce-core-industrial-y-comercial-gran-altura-hpi-son-hpl/929002354212_EU/product,,,,,,871869975023700,LÂMPADA LED ALTA POTÊNCIA TF40WE27,,,,,,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrueForce Core HB 60W E40 865 WV G3,E40 [ E40],Sí,25000.0,50000,,865 [ CCT de 6.500 K],180.0,7000.0,Luz de día fría,6500.0,116.0,<6,80,70.0,,60.0,,,125.0,0.5,0.5,,0.9,,45.0,-20.0,,,,80.0,No,Esmerilado,,,Forma de T,,,,,8718699780517,929002409612,1,4,929002409612,0.29,https://www.lighting.philips.com.mx/prof/led-lamparas-y-tubos/sustitucion-de-hid-led/led-trueforce-core-industrial-y-comercial-gran-altura-hpi-son-hpl/929002409612_EU/product,,,,,100180,871869978051700,LÂMPADA LED ALTA POTÊNCIA TF60WE40,,,,,,,,,,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
